name|numInputs|numOutputs|maxLevel|numEdges|reliability|size|area|longest_path|hashCode|const|and|nand|or|nor|not|xor|xnor|buf|const-and|const-nand|const-or|const-nor|const-not|const-xor|const-xnor|const-buf|const-output|and-and|and-nand|and-or|and-nor|and-not|and-xor|and-xnor|and-buf|and-output|nand-and|nand-nand|nand-or|nand-nor|nand-not|nand-xor|nand-xnor|nand-buf|nand-output|or-and|or-nand|or-or|or-nor|or-not|or-xor|or-xnor|or-buf|or-output|nor-and|nor-nand|nor-or|nor-nor|nor-not|nor-xor|nor-xnor|nor-buf|nor-output|not-and|not-nand|not-or|not-nor|not-not|not-xor|not-xnor|not-buf|not-output|xor-and|xor-nand|xor-or|xor-nor|xor-not|xor-xor|xor-xnor|xor-buf|xor-output|xnor-and|xnor-nand|xnor-or|xnor-nor|xnor-not|xnor-xor|xnor-xnor|xnor-buf|xnor-output|buf-and|buf-nand|buf-or|buf-nor|buf-not|buf-xor|buf-xnor|buf-buf|buf-output|input-and|input-nand|input-or|input-nor|input-not|input-xor|input-xnor|input-buf|input-output
ftt100_CNFF|5|1|22|120|5,6168294|12|12,502|4|40ad3370630571c24fc1f412f60b8ad2a6a9b15bb39b177cde65592b920e2347|0|16|0|41|0|5|0|0|0|0|0|0|0|0|0|0|0|0|15|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|17|0|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|0|5|0|0|0|0
ftt100_CNFT|5|1|20|110|5,3205852|9|10,108|4|d1893ffaea2f64620269bb9302c97d1fa043a4ff3d43dbf1a5e108d8cfea78d9|0|38|0|14|0|5|0|0|0|0|0|0|0|0|0|0|0|0|34|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|5|0|0|0|0
ftt101_CNFF|5|1|23|126|4,3353212|10|8,778|3|1be6300ce7ba411d9827f3e1148439de48d77d032397a5a9538e11582d94b8d8|0|17|0|43|0|5|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|18|0|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|5|0|0|0|0
ftt101_CNFT|5|1|19|104|4,5817436|9|7,98|4|5419a97aabdf77995bada2a86d632c5f928c37986c996a60dc25b5cd123e3f6d|0|36|0|13|0|5|0|0|0|0|0|0|0|0|0|0|0|0|32|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|0|0|0|5|0|0|0|0
ftt102_CNFF|5|1|16|86|5,313483|9|8,778|4|d5a9c7859d661cec6a4fd7455adff67be9315a1f1a7ae1e9c76c715d100a7605|0|10|0|30|0|5|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|11|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|5|0|0|0|0
ftt102_CNFT|5|1|26|138|4,693836|12|10,906|4|1c4c251d730875a0216e22273c698667c0f38d3659f489d32d713270db0315cd|0|46|0|20|0|5|0|0|0|0|0|0|0|0|0|0|0|0|42|0|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|0|0|5|0|0|0|0
ftt103_CNFF|5|1|25|134|4,859155|9|9,576|4|8c4ea481ec3d6a343ac197b82e3ab13583ae1d3fac9202b7f16ab8409380c8fd|0|19|0|45|0|5|0|0|0|0|0|0|0|0|0|0|0|0|18|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|20|0|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|0|5|0|0|0|0
ftt103_CNFT|5|1|16|92|4,3318898|9|9,044|4|a6523a011ad28f939065394f12dce04bf639dbde4fcd33b59cc09bb6986d4df3|0|32|0|11|0|5|0|0|0|0|0|0|0|0|0|0|0|0|28|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|5|0|0|0|0
ftt104_CNFF|5|1|22|118|6,2273526|14|14,098|4|d343e5715db36ec3d6c114ebfd495e56218e510d6ce4b8589e5325e091233810|0|16|0|40|0|5|0|0|0|0|0|0|0|0|0|0|0|0|15|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|17|0|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|0|5|0|0|0|0
ftt104_CNFT|5|1|20|108|4,8924848|9|10,108|4|48e8d11427d53cabf4aee25cde734a6d1e269007f180d9aa91837513e7f9f15a|0|37|0|14|0|5|0|0|0|0|0|0|0|0|0|0|0|0|33|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|5|0|0|0|0
ftt105_CNFF|5|2|20|157|10,747597|23|25,004|3|71c69c5b3cb9c1d6a46b46ce86b99caf9d651ac60a02411baa443221f5c27232|0|26|0|49|0|5|0|0|0|0|0|0|0|0|0|0|0|0|24|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|28|0|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|0|5|0|0|0|0
ftt105_CNFT|5|2|24|183|12,7212106|27|27,398|5|605c575d171d45f738772b24ee6599a8df1d5f5207d2d1e994f1c01f83b21495|0|54|0|34|0|5|0|0|0|0|0|0|0|0|0|0|0|0|50|0|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|0|0|0|5|0|0|0|0
ftt106_CNFF|5|2|23|177|16,195942|34|33,25|5|af92b840f77f73d2feeed9fc0dd6e5353a670251dd05e6a46007aa62d80fa3a1|0|32|0|53|0|5|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|34|0|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|5|0|0|0|0
ftt106_CNFT|5|2|21|163|12,609331|25|24,738|5|0751d5cea52ca21c475516c0b56b5b3f9dda43d43535483905f17e531afde82c|0|50|0|28|0|5|0|0|0|0|0|0|0|0|0|0|0|0|46|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|0|0|0|5|0|0|0|0
ftt107_CNFF|5|2|26|189|11,0160442|23|23,142|4|56c44f4967e08cc88ce648ebfdbf60c925491b574d0922183c2f9c091c40a0ec|0|37|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|35|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|39|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|5|0|0|0|0
ftt107_CNFT|5|2|19|145|12,0785812|21|22,876|4|5f8bdd50fd1a92915e0d0267213f4056d88ed0d03cabcf4ea452640750964f64|0|46|0|23|0|5|0|0|0|0|0|0|0|0|0|0|0|0|42|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|0|0|0|5|0|0|0|0
ftt108_CNFF|5|2|20|149|12,6807254|24|25,004|4|fbfcb5b10e584b20ce41d76c5aea05b32505dde1cdc695c03c079ac6a9a28f11|0|24|0|47|0|5|0|0|0|0|0|0|0|0|0|0|0|0|22|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|26|0|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|5|0|0|0|0
ftt108_CNFT|5|2|26|183|12,1922164|23|25,004|4|94c6dec3012af672bb5224b8beba6990c939c8f75b0667454cbb2f530d9f27ae|0|52|0|36|0|5|0|0|0|0|0|0|0|0|0|0|0|0|48|0|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|34|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|5|0|0|0|0
ftt109_CNFF|5|2|27|173|9,8772184|20|21,014|4|16677b9fb3ac5dee580d2327c53265d7f39e47dbbcf47409e4fb60f143799174|0|32|0|51|0|5|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|34|0|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|0|5|0|0|0|0
ftt109_CNFT|5|2|25|161|8,3074992|13|14,364|3|158f63ff5c05dfdbf9cc8faf0d801b05faaa09abea8b7c7c2c98757839a4bdda|0|50|0|27|0|5|0|0|0|0|0|0|0|0|0|0|0|0|46|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|0|0|5|0|0|0|0
ftt110_CNFF|5|3|24|212|14,8917972|26|26,6|4|1eba2277244f083403f868810bb09ff435cdca971195526aa686e69aea8cec58|0|47|0|55|0|5|0|0|0|0|0|0|0|0|0|0|0|0|46|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|48|0|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|0|5|0|0|0|0
ftt110_CNFT|5|3|21|190|16,3358048|32|33,25|4|e137a561155af28fb5ec7db62ffe4edfa8b4a25cdd64293c0d7c768667ba507c|0|51|0|40|0|5|0|0|0|0|0|0|0|0|0|0|0|0|47|0|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|37|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|0|0|0|5|0|0|0|0
ftt111_CNFF|5|3|21|198|19,8587088|31|34,314|4|98f134d49ddc103ba3150b58d64eb05d88abae1ccca4f8c10bd13f3bf3006971|0|41|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|38|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|44|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|5|0|0|0|0
ftt111_CNFT|5|3|24|222|19,9422062|38|39,634|4|203125559bcba0a42602acb62d80a80cf32a684a6d2573e5b2942a802c2f35e4|0|58|0|49|0|5|0|0|0|0|0|0|0|0|0|0|0|0|54|0|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|5|0|0|0|0
ftt112_CNFF|5|3|21|196|13,7304412|26|26,068|4|efd1fc713e6a86f7e909f1d3ff7cd1bae422cb266ddb904031a1491fbf0fdff9|0|39|0|55|0|5|0|0|0|0|0|0|0|0|0|0|0|0|36|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|42|0|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|5|0|0|0|0
ftt112_CNFT|5|3|25|226|15,1387516|26|28,462|4|aa483cebd09ebcfa90545b751bf0968d91decffe4d8565c245ca5ac6af641682|0|58|0|51|0|5|0|0|0|0|0|0|0|0|0|0|0|0|54|0|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|48|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|5|0|0|0|0
ftt113_CNFF|5|3|22|198|18,9761208|36|34,846|5|ebd1aca9e0703671812ce7176d08350c183be32def28cae34f597ed3e501b33e|0|41|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|38|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|44|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|5|0|0|0|0
ftt113_CNFT|5|3|24|224|20,1156116|37|39,368|5|5130b10268269ee72481fe3a445f0d95a3ec08bbea3b3ca2a26f14c1bef2992b|0|59|0|49|0|5|0|0|0|0|0|0|0|0|0|0|0|0|55|0|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|5|0|0|0|0
ftt114_CNFF|5|3|25|222|24,681741|42|44,954|5|754df6cd86cfcf54961e8eff54fbff9798b266f17fb88f5d6cda48c3f8a753f4|0|49|0|58|0|5|0|0|0|0|0|0|0|0|0|0|0|0|47|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|51|0|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
ftt114_CNFT|5|3|21|196|25,5485552|40|40,698|5|1ddee25e1dfec0921f86a711537fb566ea55f9b11fe641e17c191f8ba928affb|0|56|0|38|0|5|0|0|0|0|0|0|0|0|0|0|0|0|52|0|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|5|0|0|0|0
ftt115_CNFF|5|4|22|229|31,0032576|44|46,018|5|45bb2e52df2f1ce7dc9dabf1fcb6c2ab0fdc23d7bfa0d6bb04e5a92f852cbe88|0|52|0|58|0|5|0|0|0|0|0|0|0|0|0|0|0|0|48|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|56|0|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
ftt115_CNFT|5|4|25|263|26,2594934|48|49,742|5|ffb860189f86dab4032e333e617d3096dcdabd6cdd47bfd5cc2aa25b74af8c4b|0|59|0|68|0|5|0|0|0|0|0|0|0|0|0|0|0|0|55|0|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt116_CNFF|5|4|24|257|24,9763892|38|41,762|4|1f5d9b4df226329d2dceb23403728d40767e390f30c3bceaa30c770ef4b69c46|0|65|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|61|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|69|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|5|0|0|0|0
ftt116_CNFT|5|4|23|227|27,4885996|42|42,56|4|ad3ef3553b944926b35529d7adda0b28595a033045bd24b96d329ee82dae57ad|0|55|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|51|0|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|5|0|0|0|0
ftt117_CNFF|5|4|26|253|34,6683386|56|56,126|5|b89728ae83201e748d2447131d3ceb52bab93d34dcad0b3e508147a19e9ff370|0|64|0|58|0|5|0|0|0|0|0|0|0|0|0|0|0|0|61|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|67|0|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
ftt117_CNFT|5|4|22|233|30,0263726|49|51,604|5|fcfb7cdd0cdf68ec38c8d32f6c43c44a2d96f02eaa21403a2a1ef4e1be7b5b9d|0|58|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|54|0|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt118_CNFF|5|4|21|223|25,5022712|47|46,55|5|774b2552de0b719b34c0e4bf89c49156f7d70777eefbc0d853751bb6d036a469|0|53|0|54|0|5|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|56|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|0|5|0|0|0|0
ftt118_CNFT|5|4|24|253|31,5332626|51|51,338|5|3ff34996232bd6d773d61d3264a793956d9cfa7eae609eafac4f234a89099774|0|58|0|64|0|5|0|0|0|0|0|0|0|0|0|0|0|0|54|0|66|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|62|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|5|0|0|0|0
ftt119_CNFF|5|4|25|233|23,4670786|39|40,432|4|dde3bc01ab26626696b52dcc87abc94a9a6b84a13eb6a3f45f56933dc6109bd1|0|53|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|49|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|57|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|5|0|0|0|0
ftt119_CNFT|5|4|26|259|25,1975416|45|44,688|5|93c0f14a6046d0660160c71b2f9e9894e6bbaee3bcd201f22dbdba60fd82fbc5|0|59|0|66|0|5|0|0|0|0|0|0|0|0|0|0|0|0|55|0|69|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|5|0|0|0|0
ftt120_CNFF|5|5|23|274|45,7056894|66|69,692|5|374738537fc473c6b1c11b727cf398e1aad84e44a6785646e7c68b0602fbb85b|0|73|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|68|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|78|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|5|0|0|0|0
ftt120_CNFT|5|5|26|280|39,4518166|63|65,968|5|53afe3d4efd45a15ad2024ed5cd6a9aa97bdb36fa448cc3fa3fb5d1650edd167|0|60|0|75|0|5|0|0|0|0|0|0|0|0|0|0|0|0|56|0|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt121_CNFF|5|5|24|276|44,2578248|66|70,224|5|19be9d5db4732042df9012adcd678baa99989b2889718e3e71758ae0203571f0|0|75|0|58|0|5|0|0|0|0|0|0|0|0|0|0|0|0|71|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|79|0|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|5|0|0|0|0
ftt121_CNFT|5|5|23|276|40,2724798|60|60,914|5|0acc8f9877906c2802079fd94b186ffb6fe80d18661c82cd16202f8da0893560|0|59|0|74|0|5|0|0|0|0|0|0|0|0|0|0|0|0|55|0|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|69|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt122_CNFF|5|5|24|260|40,2039316|60|61,18|5|d739fab2f2cbd5277cf59160d5833c81861380eae179702f445b07417c6cabd3|0|66|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|61|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|71|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
ftt122_CNFT|5|5|25|292|45,1118444|67|68,362|5|23b975020a035d01b7e62c2a05a62e40307057f9911f9844e00eae16bd69648f|0|60|0|81|0|5|0|0|0|0|0|0|0|0|0|0|0|0|56|0|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|78|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt123_CNFF|5|5|24|276|42,3924466|59|63,042|5|12573df983f80e90c148a3cbb8d6438c92ccbaf382595b6bc515b093200ce116|0|74|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|70|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|78|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
ftt123_CNFT|5|5|23|272|36,796844|58|54,796|5|e47358f8ad935118be80b372b54e171cfba2277ea27911d903ff03c4b21c7958|0|59|0|72|0|5|0|0|0|0|0|0|0|0|0|0|0|0|55|0|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|5|0|0|0|0
ftt124_CNFF|5|5|21|256|33,6723548|53|53,732|5|8019b59ab88bbca7763fd50e5236d1d0d8eb94ab4085e084303b6fd81e7fe167|0|64|0|59|0|5|0|0|0|0|0|0|0|0|0|0|0|0|59|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|69|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|5|0|0|0|0
